expid,peakid,year,season,nation,leaders,sponsor,success,totmembers,smtmembers,mdeaths,o2used
MAKA14119,MAKA,2014,1,Singapore,Swee Chiow Khoo,Seven Summit Treks Makalu Expedition 2014 (Singapore Makalu 2014),TRUE,1,1,0,TRUE
MAKA14120,MAKA,2014,1,Serbia,Dragan Celikovic,Seven Summit Treks Makalu Expedition 2014 (Dragan Expedition 2014),FALSE,1,0,0,TRUE
MAKA14121,MAKA,2014,1,Spain,Javier Camacho,Seven Summit Treks Makalu Expedition 2014 (Spanish Makalu Expedition),FALSE,4,0,0,FALSE
MAKA14122,MAKA,2014,1,New Zealand,"Russell Brice, Suzanne Huesser",Himalayan Experience (Himex) Makalu Expedition 2014,TRUE,11,7,0,TRUE
MAKA14124,MAKA,2014,1,Spain,Inigo Castineyra,Seven Summit Treks Makalu Expedition 2014,FALSE,1,0,0,TRUE
MAKA14125,MAKA,2014,1,Spain,Ferran Latorre,Seven Summit Treks Makalu Expedition 2014,FALSE,2,0,0,FALSE
MAKA14126,MAKA,2014,1,Switzerland,Frederic Roux,Swiss Makalu Expedition 2014,TRUE,2,2,0,FALSE
MAKA14127,MAKA,2014,1,Australia,Ralph Schweizer,An Australian to Makalu,FALSE,1,0,0,FALSE
MAKA14123,MAKA,2014,1,Germany,Luis Stitzinger,Seven Summit Treks Makalu Expedition 2014 (Go Climb a Mountain Exp),TRUE,3,1,0,TRUE
MANA14101,MANA,2014,1,UK,Victor Saunders,Adventure Consultants Manaslu Expedition 2014,FALSE,10,0,0,FALSE
PUMO14101,PUMO,2014,1,Kazakhstan,Dmitri Suponnikov,Kazakhstan-Russian Pumori 2014,FALSE,4,0,0,FALSE
SALW14101,SALW,2014,1,USA,Luke Smithwick,Himalayan Alpine Guides Saldim Expedition 2014,FALSE,2,0,0,FALSE
TSAR14101,TSAR,2014,1,Romania,Constantin Lacatusu,Romanian Tsartse 6343 Himalaya Expedition 2014,FALSE,4,0,0,FALSE
MAKA14101,MAKA,2014,1,USA,Willi Benegas,Benegas Brothers Expeditions (BBE) Makalu 2014,TRUE,2,2,0,TRUE
MAKA14103,MAKA,2014,1,Peru,Richard Hidalgo,Seven Summit Treks Makalu Expedition 2014,FALSE,1,0,0,FALSE
BARU03103,BARU,2003,1,Norway,Oyvind Thomassen,,FALSE,5,0,0,FALSE
AMAD14101,AMAD,2014,1,Austria,Alexander Roeck,Austrian Ama Dablam Expedition,TRUE,2,2,0,FALSE
AMAD14102,AMAD,2014,1,Germany,Jost Kobusch,Just Go for it Ama Dablam 2014,TRUE,1,1,0,FALSE
AMAD14103,AMAD,2014,1,Ukraine,Yuri Kilichenko,Odessa Ama Dablam Expedition,TRUE,4,4,0,FALSE
AMAD14105,AMAD,2014,1,Iran,Emamali Rahimi,Iranian Ama Dablam Expedition 2014,FALSE,5,0,0,FALSE
ANID14101,ANID,2014,1,New Zealand,Paul Hersey,New Zealand Anidesh Chuli Expedition 2014,FALSE,3,0,0,FALSE
ANNS14101,ANNS,2014,1,China,Pu Wei,Chinese Annapurna South Expedition,FALSE,5,0,0,FALSE
BARU14102,BARU,2014,1,Austria,Alexander Ostermann,AuIta Baruntse Expedition 2014,FALSE,3,0,0,FALSE
CHOY14109,CHOY,2014,1,Poland,Jerzy Rozen,George R. Cho Oyu Expedition,FALSE,1,0,0,FALSE
CHOY14110,CHOY,2014,1,Switzerland,Peter Schatzl,Kobler & Partner Cho Oyu Expedition 2014,TRUE,6,2,0,FALSE
CHOY14111,CHOY,2014,1,Ukraine,Yuri Kruglov,MAI Cho Oyu Expedition 2014,TRUE,6,6,0,FALSE
CHOY14112,CHOY,2014,1,Slovakia,Michal Chovanec,Slovak-French Cho Oyu Expedition,FALSE,5,0,0,FALSE
DHA114108,DHA1,2014,1,S Korea,Lee Chang-Baek,2014 Cheiju Korean Dhaulagiri Expedition,FALSE,5,0,0,FALSE
DHA114109,DHA1,2014,1,Chile,Rodrigo Vivanco,Chilean Dhaulagiri I Expedition 2014,FALSE,4,0,0,FALSE
DHA114110,DHA1,2014,1,Nepal,Nirmal Purja,Nepalese Dhaulagiri 2014 Expedition,TRUE,2,2,0,TRUE
DRAG14101,DRAG,2014,1,S Korea,Kim Tae-Hun,Himalayan 2014 Korean Vision Expedition,TRUE,13,2,0,FALSE
EVER14136,EVER,2014,1,S Korea,Heo Young-Ho,South Korean Everest Spring 2014,FALSE,1,0,0,FALSE
EVER14151,EVER,2014,1,S Africa,Ronnie Muhl,Adventures Global Everest 2014,FALSE,4,0,0,FALSE
EVER14153,EVER,2014,1,Ireland,Robert Smith,Adventure Peaks Everest Expedition 2014,TRUE,5,2,0,TRUE
EVER14154,EVER,2014,1,Slovakia,Peter Hamor,Romania-Slovakia Spring 2014,FALSE,2,0,0,FALSE
EVER14161,EVER,2014,1,China,Wang Jing,9 + 2 Project to Everest,TRUE,1,1,0,TRUE
EVER14163,EVER,2014,1,Switzerland,Olivier Ruembelli,Swiss on Everest North Spring 2014,FALSE,1,0,0,TRUE
EVER14165,EVER,2014,1,USA,Scott Patch,SummitClimb Everest Expedition 2014,TRUE,6,5,0,TRUE
EVER14166,EVER,2014,1,Russia,Alex Abramov,Seven Summits Club Everest Expedition 2014,TRUE,19,17,0,TRUE
EVER14150,EVER,2014,1,USA,Eric Murphy,Alpine Ascents International (AAI) Everest Expedition 2014,FALSE,11,0,0,FALSE
EVER14152,EVER,2014,1,India,Shekhar Babu Bachinepally,Transcend Adventures Swaeroes Everest Expedition,TRUE,5,3,0,TRUE
EVER14127,EVER,2014,1,Brazil,Axel Cezar,Project Everest 2014,FALSE,1,0,0,FALSE
EVER14135,EVER,2014,1,India,Pradeep Chandra Sahoo,Seven Summit Treks Indian Expedition 2014,FALSE,13,0,0,FALSE
EVER14164,EVER,2014,1,Poland,Waldemar Kowalewski,Monterosa International Everest Expedition 2014,TRUE,4,3,0,TRUE
GYAJ14101,GYAJ,2014,1,USA,Lev Ioffe,US & Russian Gyajikang Expedition,FALSE,3,0,0,FALSE
HIML14101,HIML,2014,1,UK,Jason Bailey,Adventure Peaks Himlung Expedition 2014,FALSE,8,0,0,FALSE
KANG14105,KANG,2014,1,India,Rajib Bhattarcharya,Indian Kangchenjunga Expedition 2014,TRUE,1,1,0,TRUE
KANG14106,KANG,2014,1,Japan,Yukio Matsuhira,Seven Summit Treks Kangchenjunga Expedition 2014,TRUE,1,1,0,FALSE
KANG14107,KANG,2014,1,Bulgaria,Boyan Petrov,Bulgarian Kangchenjunga Spring 2014,TRUE,1,1,0,FALSE
KANG14108,KANG,2014,1,India,Chhanda Gayen,First Indian Lady's Expedition,TRUE,1,1,0,TRUE
KANG14109,KANG,2014,1,Russia,Oxana Morneva,Russians to Kangchenjunga,TRUE,3,2,0,TRUE
KANG14110,KANG,2014,1,Spain,Carlos Soria,Carlos Soria BBVA Kangchenjunga 2014,TRUE,5,4,0,TRUE
KANG14112,KANG,2014,1,Spain,Jorge Egocheaga,Spanish Kangchenjunga Spring 2014,TRUE,2,2,0,FALSE
KANG14113,KANG,2014,1,Italy,Emrik Favre,Italian Kangchenjunga Expedition 2014,TRUE,4,1,0,FALSE
KANG14114,KANG,2014,1,Finland,Samuli Mansikka,Samuli Mansikka Kangchenjunga 2014,TRUE,1,1,0,FALSE
KANG14111,KANG,2014,1,Russia,Denis Urubko,Kangchenjunga International North 2014,TRUE,5,1,0,FALSE
LHOT14103,LHOT,2014,1,USA,Cleo Weidlich,Weidlich Lhotse Expedition 2014,FALSE,4,0,0,FALSE
LHOT14104,LHOT,2014,1,USA,John All,Himalayan Ecstasy Lhotse Expedition Spring 2014,FALSE,6,0,0,FALSE
LHOT14102,LHOT,2014,1,India,Neeraj Rana,Ocean to Sky Lhotse 2014,FALSE,2,0,0,FALSE
LOBE14101,LOBE,2014,1,Ukraine,Yuri Kilichenko,Odessa Ama Dablam Expedition,TRUE,4,4,0,FALSE
THAM14101,THAM,2014,1,Russia,Alexander Gukov,Thamserku 2014,TRUE,2,2,0,FALSE
TLNG14101,TLNG,2014,1,Italy,Mario Panzeri,Italian Talung Northwest Pillar Expedition 2014,FALSE,3,0,0,FALSE
MANA13337,MANA,2013,3,Spain,Jose Ramon Telletxea,Spaniards on Manaslu,FALSE,3,0,0,FALSE
AMAD14104,AMAD,2014,1,Russia,Pavel Ivanovsky,Osho World Adventure Ama Dablam Ural Expedition 2014,FALSE,9,0,2,FALSE
KANG14102,KANG,2014,1,India,Tusi Das,Reach Altitude Kangchenjunga 2014,TRUE,1,1,0,TRUE
YALU14101,YALU,2014,1,India,Chhanda Gayen,First Indian Lady's Expedition,FALSE,1,0,1,TRUE
LHOT14105,LHOT,2014,1,USA,Eric Murphy,Alpine Ascents International (AAI) Lhotse Expedition 2014,FALSE,3,0,0,FALSE
CHOY14106,CHOY,2014,1,Argentina,Mariano Galvan,Makalu Adventure Cho Oyu Expedition 2014,TRUE,5,2,0,FALSE
EVER14123,EVER,2014,1,USA,Joe Butler,Madison Mountaineering Everest Expedition 2014,FALSE,4,0,0,FALSE
EVER14144,EVER,2014,1,USA,Greg Vernovage,International Mountain Guides (IMG) Everest Expedition 2014,FALSE,35,0,0,FALSE
EVER14124,EVER,2014,1,UK,Rob Casserley,Trek 8848 Everest Expedition 2014,FALSE,5,0,0,FALSE
EVER14162,EVER,2014,1,UK,Toby Storie-Pugh,Chase Bank Kenyan Everest Expedition,FALSE,3,0,0,FALSE
EVER14138,EVER,2014,1,Italy,Francesco Rovetta,Snowy-Satori Everest Expedition Spring 2014,FALSE,7,0,0,FALSE
EVER14139,EVER,2014,1,India,Lipika Biswas,Indian Everest 2014,FALSE,6,0,0,FALSE
EVER14141,EVER,2014,1,Russia,Mariana Kyrgys,,FALSE,3,0,0,FALSE
EVER14143,EVER,2014,1,S Korea,Cha Jin-Chol,2014 Kyungil University Alpine Club Everest Expedition,FALSE,2,0,0,FALSE
KAG114101,KAG1,2014,1,USA,Peter Ackroyd,Cowboys in Kagmara Expedition 2014,FALSE,3,0,0,FALSE
LHOT14106,LHOT,2014,1,Australia,Allie Pepper,Allie Pepper Lhotse 2014,FALSE,1,0,0,FALSE
LHOT14107,LHOT,2014,1,UK,Mark Horrell,Altitude Junkies Lhotse Expedition 2014,FALSE,5,0,0,FALSE
LHOT14108,LHOT,2014,1,Poland,Boguslaw Magrel,Polish Alpine Club (PKA) Polish-Croatian Lhotse Expedition 2014,FALSE,8,0,0,FALSE
LHOT14109,LHOT,2014,1,Netherlands,Arnold Coster,Arnold Coster Expeditions Lhotse 2014,FALSE,4,0,0,FALSE
LHOT14112,LHOT,2014,1,Italy,Mario Vielmo,Italian Lhotse Expedition 2014,FALSE,2,0,0,FALSE
LHOT14110,LHOT,2014,1,Iran,Mehdi Gholipour,Seven Summit Treks Lhotse Expedition 2014,FALSE,1,0,0,FALSE
LHOT14111,LHOT,2014,1,S Korea,Lee Sang-Ryul,2014 Kyungil University Alpine Club Lhotse Expedition,FALSE,3,0,0,FALSE
PUMO14102,PUMO,2014,1,Italy,Sebestiano Valentini,Valentini Pumori Expedition 2014,FALSE,2,0,0,FALSE
PUTH14101,PUTH,2014,1,Austria,Matthias Mueller,Nature Freunde Bersgteiger Gruppe Linz Expedition,TRUE,4,4,0,FALSE
HONG13301,HONG,2013,3,France,Matthieu Desprat,French Hongde Expedition,FALSE,7,0,0,FALSE
THUL13301,THUL,2013,3,Russia,Dmitry Golovchenko,Moscow Thulagi Expedition 2013,FALSE,3,0,0,FALSE
TUKU13302,TUKU,2013,3,Japan,Akira Takehana,Bistaarei Tukuche Expedition,FALSE,2,0,0,FALSE
TOBS13101,TOBS,2013,1,France,Denis Moyne,Denis Tobsar Expedition,FALSE,2,0,0,FALSE
TSAR13301,TSAR,2013,3,Australia,Bradley Jackson,Australian Tsartse Expedition 2013,FALSE,2,0,0,FALSE
TENG13101,TENG,2013,1,USA,Cedric Jeanson,Himalayan Ecstasy Tengkoma Expedition 2013,FALSE,2,0,0,FALSE
YAUP13301,YAUP,2013,3,Switzerland,Pascal Manetsch,Back Country Tours Expedition 2013,FALSE,2,0,0,FALSE
RATC13302,RATC,2013,3,Switzerland,Christian Possa,Swiss Ratna Chuli Expedition,FALSE,3,0,0,FALSE
AMAD13345,AMAD,2013,3,UK,Steven Bowker,Himalayan Guides Ama Dablam Expedition 2013 (Group 1),FALSE,10,0,0,FALSE
AMAD13350,AMAD,2013,3,USA,Melissa Arnot,,FALSE,2,0,0,FALSE
AMAD13351,AMAD,2013,3,Norway,Ingvill Ytreland,,TRUE,2,2,0,FALSE
AMAD13306,AMAD,2013,3,UK,Joseph Alexander,,TRUE,1,1,0,FALSE
MANA13338,MANA,2013,3,Japan,Kiyomitsu Shikoda,Teppen Club Manaslu 2013,FALSE,3,0,0,FALSE
HIML13314,HIML,2013,3,Germany,Peter Worbs,,TRUE,1,1,0,FALSE
THUL14101,THUL,2014,1,Russia,Andrei Golubev,Russian Thulagi Peak Expedition 2014,FALSE,4,0,0,FALSE
LHOT14113,LHOT,2014,1,Hong Kong,John Tsang,Asian Trekking Lhotse Expedition 2014,FALSE,2,0,0,FALSE
CHOY14113,CHOY,2014,1,Russia,Alexander Ruchkin,,FALSE,2,0,0,FALSE
BARU14103,BARU,2014,1,Czech Republic,Petr Holly,Czech Baruntse Expedition 2014,FALSE,2,0,0,FALSE
LHOT14114,LHOT,2014,1,New Zealand,Dave McKinley,Himalayan Experience (Himex) Lhotse Expedition 2014,FALSE,4,0,0,FALSE
LHOT14115,LHOT,2014,1,UK,Rob Casserley,Trek 8848 Lhotse Expedition 2014,FALSE,4,0,0,FALSE
NUPT14101,NUPT,2014,1,UK,Paul Rogers,Adventure Consultants Nuptse Expedition 2014,FALSE,3,0,0,FALSE
CHOY13325,CHOY,2013,3,Germany,Stefan Gerhard,Snowy Horizon Cho Oyu Expedition,TRUE,7,1,0,TRUE
LHOT14116,LHOT,2014,1,USA,Greg Vernovage,International Mountain Guides (IMG) Lhotse Expedition 2014,FALSE,5,0,0,FALSE
EVER14146,EVER,2014,1,Brazil,Carlos Santalena,Brazlian-American Everest Expedition 2014,FALSE,3,0,0,FALSE
EVER14134,EVER,2014,1,China,Zhang Jing-Chuan,Chinese Everest Dream Expedition 2014,FALSE,7,0,0,FALSE
EVER14155,EVER,2014,1,Ireland,Paul Devaney,Ascent Himalayas Everest Expedition 2014,FALSE,9,0,0,FALSE
EVER14157,EVER,2014,1,France,Paul Valin,Azimuth Watch Mount Everest Expedition,FALSE,1,0,0,FALSE
EVER14158,EVER,2014,1,Iceland,Ingolfur Axelsson,Icelandic Everest Expedition 2014,FALSE,1,0,0,FALSE
EVER14159,EVER,2014,1,Nepal,Kame Magar,Orphan Child Welfare Charity Everest Expedition,FALSE,1,0,0,FALSE
EVER14160,EVER,2014,1,Argentina,Ulises Corvalan,Argentine Everest Expedition 2014,FALSE,2,0,0,FALSE
CHOY14301,CHOY,2014,3,Australia,Benjamin Kane,Asian Trekking Cho Oyu Expedition 2014,FALSE,1,0,0,FALSE
HIML14301,HIML,2014,3,Germany,Andreas Bucher,Kobler & Partner Himlung Expedition 2014,TRUE,7,4,0,FALSE
MANA14301,MANA,2014,3,China,Ma Li-Yamu,Chinese Women's Expedition Manaslu 2014,TRUE,3,2,0,TRUE
MANA14302,MANA,2014,3,Netherlands,Arnold Coster,Arnold Coster Expeditions Manaslu 2014,TRUE,4,2,0,TRUE
MANA14303,MANA,2014,3,S Korea,Kim Hong-Bin,Korea Manaslu Expedition 2014,TRUE,4,2,0,TRUE
MANA14304,MANA,2014,3,Germany,Markus Brand,Amical Alpin Manaslu Expedition 2014,TRUE,6,2,0,TRUE
CHOY11118,CHOY,2011,1,Netherlands,Jan Midde,HT Wandelreizen Cho Oyu Expedition,FALSE,10,0,1,FALSE
MANA14305,MANA,2014,3,Spain,Borja Real Sanchez,Manaslu 2014 UNA Pala,TRUE,7,4,0,FALSE
MANA14306,MANA,2014,3,Poland,Andrej Bargiel,Manaslu & Cho Oyu Ski Challenge 2014,TRUE,4,1,0,FALSE
MANA14307,MANA,2014,3,Austria,Hans Goger,Austrians on Manaslu,FALSE,7,0,0,FALSE
CHOY14302,CHOY,2014,3,Spain,Oier Plazaola,Spaniards to Cho Oyu,TRUE,3,3,0,FALSE
CHOY14303,CHOY,2014,3,Poland,Olek Ostrowski,Cho Oyu 8201 Samyang Ski Expedition 2014,TRUE,1,1,0,FALSE
CHOY14304,CHOY,2014,3,Malaysia,Azim Afif Ishak,Malaysian 8000ers to Cho Oyu,TRUE,1,1,0,TRUE
MANA14308,MANA,2014,3,USA,Ryan Waters,Mountain Professionals Manaslu Expediton 2014,TRUE,5,5,0,TRUE
CHOY14305,CHOY,2014,3,USA,Ben Jones,Alpine Ascents International (AAI) Cho Oyu Expedition 2014,TRUE,6,5,0,TRUE
MANA14309,MANA,2014,3,New Zealand,Russell Brice,Himalayan Experience (Himex) Manaslu Expedition 2014,TRUE,13,11,0,TRUE
CHOY14306,CHOY,2014,3,Italy,Giorgio Brunori,Cho Oyu Trekking Cho Oyu Expedition 2014,TRUE,4,2,0,FALSE
MANA14310,MANA,2014,3,Kyrgyzstan,Dmitri Grekov,South Lnylehek Team,FALSE,5,0,0,FALSE
CHOY14307,CHOY,2014,3,S Korea,Choi Young-Kyu,Barum Cho Oyu Expedition 2014,TRUE,4,1,0,TRUE
CHOY14308,CHOY,2014,3,Denmark,Bo Belvedere Christensen,Danish Cho Oyu Expedition 2014,TRUE,1,1,0,FALSE
HIML13401,HIML,2013,4,UK,Richard Gale,Himalayan Ecstasy Winter Himlung Expedition,FALSE,6,0,0,FALSE
CHOY14309,CHOY,2014,3,Germany,Wolfgang Pohl,Three Germans on Xixabangma and Cho Oyu,TRUE,3,2,0,TRUE
MANA14311,MANA,2014,3,Japan,Toshiyuki Kitamura,Adventure Guides Mt. Manaslu Expedition 2014,TRUE,10,8,0,TRUE
CHOY14310,CHOY,2014,3,USA,Michael Hamill,International Mountain Guides (IMG) Cho Oyu Expedition 2014,TRUE,12,9,0,TRUE
MANA14312,MANA,2014,3,Italy,Riccardo Bergamini,Riccardo Bergamini on Manaslu,FALSE,1,0,0,FALSE
CHOY14312,CHOY,2014,3,Switzerland,Rene Mathis,Cho Oyu 2014,TRUE,1,1,0,TRUE
CHOY14313,CHOY,2014,3,Russia,Alex Abramov,Seven Summits Club Cho Oyu Expedition 2014,TRUE,7,7,0,TRUE
CHOY14314,CHOY,2014,3,Nepal,Lakpa Sherpa,Himalayan Ascent Cho Oyu Expedition 2014,TRUE,4,3,0,TRUE
KANG14115,KANG,2014,1,Japan,Tatsuo Matsumoto,,TRUE,1,1,0,TRUE
LUGU14101,LUGU,2014,1,S Korea,Rim Il-Jin,Hankuk University of Foreign Studies (HUFS) Lugula Expedition,TRUE,8,2,0,FALSE
AMAD14301,AMAD,2014,3,USA,Dennis Broadwell,Mountain Gurus Ama Dablam Expedition,FALSE,2,0,0,FALSE
AMAD14302,AMAD,2014,3,UK,Adrian Ballinger,Alpenglow Expeditions Ama Dablam 2014,FALSE,7,0,0,FALSE
AMAD14303,AMAD,2014,3,USA,Mike Hamill,Hamill Ama Dablam Expedition 2014,FALSE,2,0,0,FALSE
AMAD14304,AMAD,2014,3,Japan,Hiroko Yamanaka,Yamanaka to Ama Dablam,FALSE,1,0,0,FALSE
AMAD14305,AMAD,2014,3,Australia,Soren Kruse Ledet,World Expeditions Ama Dablam 2014,TRUE,9,7,0,FALSE
AMAD14306,AMAD,2014,3,Brazil,Clarissa De Carvalho,Monterosa Ama Dablam 2014,TRUE,2,1,0,FALSE
AMAD14307,AMAD,2014,3,Japan,Yuki Maeda,Hosei Alpine Club Ama Dablam Expedition,TRUE,4,1,0,TRUE
AMAD14308,AMAD,2014,3,Spain,"Daniel Gomez Perez, Alfonso Puerta Gullien",Spanish Ama Dablam Expedition 2014,TRUE,2,2,0,FALSE
AMAD14309,AMAD,2014,3,New Zealand,Timothy Robertson,Adventure Consultants Ama Dablam 2014,TRUE,8,5,0,TRUE
AMAD14312,AMAD,2014,3,Slovenia,Stojan Burnik,Slovenian-Bavarian Expedition 2014,TRUE,6,3,1,FALSE
AMAD14313,AMAD,2014,3,Belgium,Tom Schindfessel,Verticle Explorers to Ama Dablam,TRUE,3,2,0,FALSE
AMAD14314,AMAD,2014,3,Austria,Markus Greussing,Ama Dablam Austrian 2014,FALSE,5,0,0,FALSE
AMAD14317,AMAD,2014,3,Germany,Wilhelm Comploi,Amical Alpin Ama Dablam Expedition 2014,TRUE,9,4,0,FALSE
AMAD14318,AMAD,2014,3,USA,Mark Allen,International Mountain Guides (IMG) Ama Dablam Expedition 2014,FALSE,9,0,0,FALSE
AMAD14319,AMAD,2014,3,New Zealand,Russell Brice,Himalayan Experience (Himex) Ama Dablam 2014,FALSE,6,0,0,FALSE
AMAD14320,AMAD,2014,3,USA,Brian Warren,Alpenglow Expedition to Ama Dablam 2014,FALSE,4,0,0,FALSE
AMAD14321,AMAD,2014,3,Germany,Ragna Krueckels,Amical Alpin Ama Dablam 2014,TRUE,4,2,0,FALSE
AMAD14322,AMAD,2014,3,Austria,Peter Schatzl,Kobler & Partner Ama Dablam Autumn 2014,TRUE,8,3,0,FALSE
BARU14301,BARU,2014,3,Netherlands,Stephan Wijnkamp,"DAG (Dutch, Austria, German) Baruntse Shishapangma Expedition",TRUE,3,3,0,FALSE
BARU14302,BARU,2014,3,Australia,Zac Zaharias,Australian Baruntse Expedition,FALSE,2,0,0,FALSE
CHOY14317,CHOY,2014,3,Germany,Hans Honold,Kobler & Partner Cho Oyu Expediton 2014,TRUE,10,6,0,FALSE
CHOY14319,CHOY,2014,3,Austria,Dieter Obersteiner,Two Brothers on Cho Oyu 2014,TRUE,2,1,0,FALSE
CHOY14320,CHOY,2014,3,Iran,Mohammad Hassan Najarian,Iranians to Cho Oyu 2014,TRUE,3,2,0,TRUE
CHOY14321,CHOY,2014,3,Iran,Masoud Aghabalaei,Azarkouh Cho Oyu Expedition,TRUE,6,4,0,TRUE
CHOY14323,CHOY,2014,3,Sweden,Joakin Ander,Rolwaling Excursion Cho Oyu 2014,TRUE,2,1,0,TRUE
CHOY14324,CHOY,2014,3,Nepal,Satish Man Pati,Miuruo on Cho Oyu,TRUE,2,2,0,TRUE
CHOY14325,CHOY,2014,3,Venezuela,Alejandro Lamus,Venezuelen on Cho Oyu 2014,FALSE,3,0,0,FALSE
CHOY14326,CHOY,2014,3,Singapore,Muhammad Hilwan Idrus,Aluminaid Team Singapore Everest 2014,TRUE,5,3,0,TRUE
CHOY14328,CHOY,2014,3,New Zealand,Steve Moffat,Adventure Consultants Cho Oyu Expedition 2014,TRUE,11,8,0,TRUE
HIML14302,HIML,2014,3,Germany,Lutz Feldmann,Diamir Cho Oyu Expedition 2014,FALSE,13,0,0,FALSE
MAKA14301,MAKA,2014,3,UK,Colin Scott,British Tri-Service Makalu Southeast Ridge Expedition,FALSE,8,0,0,TRUE
MANA14313,MANA,2014,3,Singapore,Swee Chiow Khoo,Singaporean Manaslu 2014,FALSE,2,0,0,TRUE
MANA14314,MANA,2014,3,Japan,Yoshimasa Sasaki,Sasaki Manaslu 2014,FALSE,2,0,1,TRUE
MANA14315,MANA,2014,3,Italy,Cesare Cesa Bianchi,Mountain Kingdom Manaslu,TRUE,4,1,0,FALSE
MANA14316,MANA,2014,3,UK,Phil Crampton,Altitude Junkies Manaslu Expedition 2014,TRUE,8,6,0,TRUE
MANA14317,MANA,2014,3,Japan,Toshiki Kobayashi,Japanese Manaslu Expedition 2014,FALSE,2,0,0,TRUE
PK4114301,PK41,2014,3,S Korea,Koo Eun-Soo,Korean Peak 41 Expedition 2014,FALSE,4,0,0,FALSE
PUTH14301,PUTH,2014,3,New Zealand,Malcolm Haskins,Jagged Globe Putha Hiunchuli Expedition 2014,FALSE,10,0,0,FALSE
PUTH14302,PUTH,2014,3,Germany,Eckhard Schloeder,Amical Alpin Putha Hiunchuli Expedition 2014,FALSE,3,0,0,FALSE
TAWO14301,TAWO,2014,3,Portugal,Joao Garcia,Portuguese Tawoche Expedition 2014,FALSE,2,0,0,FALSE
TENR14301,TENR,2014,3,Japan,Yasuhiro Hanatani,Tengi Ragi Tau Climbing Team 2014,FALSE,2,0,0,FALSE
DHA114111,DHA1,2014,1,S Korea,Cha Jin-Chol,2014 Kyungil University Alpine Club Dhaulagiri Expedition,TRUE,3,2,0,TRUE
DHA114301,DHA1,2014,3,Slovakia,Jan Matlak,Slovak Mountaineering Expedition Dhaulagiri 2014,FALSE,10,0,2,FALSE
AMAD14329,AMAD,2014,3,USA,David Morton,Morton Ama Dablam Expedition 2014,FALSE,3,0,0,FALSE
AMAD14330,AMAD,2014,3,UK,Klemen Gricar,Jagged Globe Ama Dablam Expedition 2014,FALSE,11,0,0,FALSE
AMAD14331,AMAD,2014,3,Australia,Alyssa Azar,Azar Ama Dablam Expedition,TRUE,1,1,0,FALSE
AMAD14332,AMAD,2014,3,Poland,Mieczyslaw Kwapich,Polish Ama Dablam Expedition,TRUE,5,1,0,FALSE
NPHU14301,NPHU,2014,3,UK,Brian Jackson,Unclimbed Peak Expedition 2014,TRUE,6,6,0,FALSE
HIML14303,HIML,2014,3,Italy,Christian Denicolo,International Himlung Expedition,TRUE,5,4,0,TRUE
TOBS14301,TOBS,2014,3,UK,"Tom Richardson, Adrian Summers",KE Adventure Tobsar Peak,FALSE,23,0,0,FALSE
AMAD14324,AMAD,2014,3,S Korea,Kang Duk-Moon,South Korean Ama Dablam Autumn 2014,TRUE,6,1,0,FALSE
AMAD14325,AMAD,2014,3,Croatia,Matija Rovsnik,Ama Dablam Autumn 2014 Expedition,TRUE,2,1,0,FALSE
AMAD14326,AMAD,2014,3,USA,Richard Rapoport,American Ama Dablam Autumn 2014,FALSE,1,0,0,FALSE
AMAD14327,AMAD,2014,3,Poland,Tomasz Kobielski,Polish-German Ama Dablam Autumn 2014,TRUE,3,1,0,FALSE
EVER14167,EVER,2014,1,France,Richard Malblanc,French Everest 2014,TRUE,1,1,0,TRUE
EVER14168,EVER,2014,1,Japan,Satoshi Tamura,Japanese Everest 2014,FALSE,1,0,0,TRUE
PLNG06301,PLNG,2006,3,Spain,Jordi Tosas,Campo de Borja Cho Oyu 2006,TRUE,1,1,0,FALSE
POTA08101,POTA,2008,1,France,Paulo Grobel,Putha Hiunchuli French Expedition,TRUE,2,1,0,FALSE
PANN13301,PANN,2013,3,USA,Chris Wright,Khumbu Express Expedition 2013,TRUE,2,2,0,FALSE
PANN09301,PANN,2009,3,Switzerland,Stephane Schaffter,Mountain Adventure Jobo Rinjang,FALSE,8,0,0,FALSE
LHOT14301,LHOT,2014,3,S Korea,Hong Sung-Taek,Korean Lhotse South Face Expedition 2014 (Pioneer Korean Venture Rte),FALSE,7,0,0,FALSE
HIML14304,HIML,2014,3,France,Paulo Grobel,Paulo Himlung Expedition 2014,TRUE,7,4,0,FALSE
NUPT14301,NUPT,2014,3,Canada,Ian Welsted,Canandian Nuptse Expedition,FALSE,2,0,0,FALSE
CHUG14301,CHUG,2014,3,Slovenia,Domen Kastelic,Slovenian-American Chugimago Expedition 2014,TRUE,2,2,0,FALSE
AMAD14310,AMAD,2014,3,Germany,Helmut Hackl,Atomic Adventure Ama Dablam Expedition,TRUE,4,2,0,FALSE
AMAD14311,AMAD,2014,3,UK,Ray Smith,Adventure Before Dementia Ama Dablam 2014,FALSE,2,0,0,FALSE
AMAD14315,AMAD,2014,3,Canada,Brian Jones,Canuck Place Nepal Trip,TRUE,4,2,0,FALSE
AMAD14316,AMAD,2014,3,Nepal,Lakpa Sherpa,Himalayan Ascent Ama Dablam Expediton 2014,FALSE,5,0,0,FALSE
